"","k","Phi","Measure","Mean","S.d."
"36","2","0.016","Error",96.4512048494352,2.62866802698787
"37","2","0.018","ARI",0.313546787441224,0.0842838732205348
"38","2","0.018","NMI",0.300298998624427,0.0582094115572741
"39","2","0.018","Sil",0.114606481620994,0.0355919118425324
"40","2","0.018","Error",96.2870224274321,2.31308733446303
"41","2","0.02","ARI",0.323732647932406,0.0750534977931822
"42","2","0.02","NMI",0.30667418399838,0.0526318602317491
"43","2","0.02","Sil",0.118657469330977,0.0323197521272653
"44","2","0.02","Error",96.2660982302438,2.3037937116004
"45","2","0.03","ARI",0.313752419151427,0.0845541856481208
"46","2","0.03","NMI",0.299282779128762,0.0599800734021282
"47","2","0.03","Sil",0.114914584854884,0.035789433845845
"48","2","0.03","Error",96.3809567664199,2.34366162540847
"49","2","0.04","ARI",0.316035321657771,0.0839627026530033
"50","2","0.04","NMI",0.303268548641097,0.0577709721383971
"51","2","0.04","Sil",0.114608274026179,0.036808358380439
"52","2","0.04","Error",96.8579567882437,2.87239859632033
"53","3","0","ARI",0.551072485653222,0.0918215620932157
"54","3","0","NMI",0.552282341489414,0.0785390164880246
"55","3","0","Sil",0.146398399986226,0.0340176128853944
"56","3","0","Error",93.4003336987558,3.28932190618835
"57","3","0.002","ARI",0.56387908887503,0.0953588705514688
"58","3","0.002","NMI",0.566248047923929,0.0813179115930116
"59","3","0.002","Sil",0.149384320469145,0.0385838693810594
"60","3","0.002","Error",93.686184952087,4.00768932261981
"61","3","0.004","ARI",0.526551939092289,0.0834185539966927
"62","3","0.004","NMI",0.529798920876966,0.0708110731746308
"63","3","0.004","Sil",0.134222098968835,0.0318845825199504
"64","3","0.004","Error",94.6252473279193,4.05368757835763
"65","3","0.006","ARI",0.569098998088431,0.0911285193019306
"66","3","0.006","NMI",0.56698598199759,0.0808030938555847
"67","3","0.006","Sil",0.151277603992368,0.0356321083374549
"68","3","0.006","Error",94.3305738995667,4.68020867186317
"69","3","0.008","ARI",0.526405277748097,0.109672545618678
"70","3","0.008","NMI",0.528704514360897,0.0922335390099697
"71","3","0.008","Sil",0.136881139594993,0.0400379313606667
"72","3","0.008","Error",96.1468014564855,4.08496996787235
"73","3","0.01","ARI",0.526836675149443,0.114116319191852
"74","3","0.01","NMI",0.525999872862781,0.103874708220018
"75","3","0.01","Sil",0.136857938434388,0.0432297064999144
"76","3","0.01","Error",95.0619278892356,3.85650302499306
"77","3","0.012","ARI",0.528578823818129,0.0823626115247759
"78","3","0.012","NMI",0.527908039728992,0.074752194020887
"79","3","0.012","Sil",0.136927995448087,0.0308528773955611
"80","3","0.012","Error",94.1330870701173,4.02648331158195
"81","3","0.014","ARI",0.503105660159855,0.14822335852687
