"","Method","Choice","Measure","Mean","S.d."
"1","0.01","Overall","CSR",0.949,0.0894623649320151
"2","0.01","Overall","Rel",0.869052654665064,0.277214166400546
"3","0.01","Overall","Rec",0.835413563413948,0.308905188710223
"4","0.01","Overall","F_score",0.847380565855378,0.295322981159511
"5","0.01","Overall","BiS",0.447364538409599,0.0413191493686672
"6","0.01","Overall","Restrictions",0,0
"7","2","Overall","CSR",0.413055555555556,0.194089001332887
"8","2","Overall","Rel",0.16704270932372,0.238649787833226
"9","2","Overall","Rec",0.0995347463597761,0.16566207637508
"10","2","Overall","F_score",0.11935931409442,0.179297352680919
"11","2","Overall","BiS",0.172958694144815,0.199766869557913
"12","2","Overall","Restrictions",0,0
"13","6","Overall","CSR",0.309916666666667,0.122503094736234
"14","6","Overall","Rel",0.129374786064909,0.207942709096845
"15","6","Overall","Rec",0.0557071428571428,0.108509288033648
"16","6","Overall","F_score",0.0757616016830948,0.136729971423957
"17","6","Overall","BiS",0.0640572436286003,0.106783578296544
"18","6","Overall","Restrictions",0,0
"19","10","Overall","CSR",0.490916666666667,0.111818260640641
"20","10","Overall","Rel",0.483846153846154,0.253503407828103
"21","10","Overall","Rec",0.264833333333333,0.122118604294101
"22","10","Overall","F_score",0.332022954924875,0.15421061477642
"23","10","Overall","BiS",0.230902582199623,0.121909068103467
"24","10","Overall","Restrictions",0,0
"25","14","Overall","CSR",0.620666666666667,0.0817492294027076
"26","14","Overall","Rel",0.759602736928105,0.182378778747747
"27","14","Overall","Rec",0.409602736928105,0.0935027635539023
"28","14","Overall","F_score",0.513102736928105,0.11342972321716
"29","14","Overall","BiS",0.362233924221749,0.0880602530302513
"30","14","Overall","Restrictions",0,0
"31","18","Overall","CSR",0.687041666666667,0.0864236622146363
"32","18","Overall","Rel",0.86567137648707,0.14282665276042
"33","18","Overall","Rec",0.48056779661017,0.106531737046553
"34","18","Overall","F_score",0.601136171614189,0.113148601971327
"35","18","Overall","BiS",0.412188093233985,0.0682204589103354
"36","18","Overall","Restrictions",0,0
"37","22","Overall","CSR",0.723208333333333,0.0935130319564691
"38","22","Overall","Rel",0.906240252671856,0.130299026734047
"39","22","Overall","Rec",0.527765151515152,0.120645277334287
"40","22","Overall","F_score",0.64867792799695,0.121045945883746
"41","22","Overall","BiS",0.431308194380985,0.0613107923561089
"42","22","Overall","Restrictions",0,0
"43","26","Overall","CSR",0.840708333333333,0.055579446747819
"44","26","Overall","Rel",0.991006226387523,0.0387318883817098
"45","26","Overall","Rec",0.705655965426763,0.0906591628823635
"46","26","Overall","F_score",0.804099908885167,0.0688038407649471
"47","26","Overall","BiS",0.469470782585593,0.0180934020894192
"48","26","Overall","Restrictions",0.02,0.14142135623731
"49","30","Overall","CSR",0.878291666666667,0.0487370433098846
"50","30","Overall","Rel",0.990172481897539,0.0454371524290385
"51","30","Overall","Rec",0.767385601964607,0.0821047947214996
"52","30","Overall","F_score",0.845602267729308,0.0645393685872921
"53","30","Overall","BiS",0.467606499778927,0.0192253579720729
"54","30","Overall","Restrictions",0.02,0.14142135623731
"55","60","Overall","CSR",0.939833333333333,0.044113207281826
"56","60","Overall","Rel",0.990049617951878,0.0268775710712726
"57","60","Overall","Rec",0.875538566868002,0.0791240522024619
"58","60","Overall","F_score",0.919632135674063,0.0510559093182191
"59","60","Overall","BiS",0.468444958843252,0.00546624843100908
"60","60","Overall","Restrictions",1,0
"61","80","Overall","CSR",0.957583333333333,0.0373479532841155
"62","80","Overall","Rel",0.989233613870058,0.0226381587968897
"63","80","Overall","Rec",0.910716992066857,0.0692558428763418
"64","80","Overall","F_score",0.941528395533022,0.0459895169430045
"65","80","Overall","BiS",0.468429507786146,0.00505901497455489
"66","80","Overall","Restrictions",1,0
"67","100","Overall","CSR",0.964875,0.0355103552732531
"68","100","Overall","Rel",0.98842181563985,0.0255688142395405
"69","100","Overall","Rec",0.917814041469576,0.0706765688817417
"70","100","Overall","F_score",0.945482617405652,0.0490173625562329
"71","100","Overall","BiS",0.468442949812518,0.00736803129232632
"72","100","Overall","Restrictions",1,0
"73","120","Overall","CSR",0.974444444444444,0.0351781293896077
"74","120","Overall","Rel",0.986547405548692,0.0325264986108221
"75","120","Overall","Rec",0.946773529273261,0.0581310806415918
"76","120","Overall","F_score",0.962229690224898,0.0391013018169712
"77","120","Overall","BiS",0.467371428909675,0.00647931064602181
"78","120","Overall","Restrictions",1,0
"79","140","Overall","CSR",0.970138888888889,0.0446199235626329
"80","140","Overall","Rel",0.974162984293824,0.0494798938260684
"81","140","Overall","Rec",0.926965258559239,0.072854214756074
"82","140","Overall","F_score",0.944992301471074,0.0580449715276579
"83","140","Overall","BiS",0.46687050798538,0.00619631870619837
"84","140","Overall","Restrictions",1,0
"85","160","Overall","CSR",0.962805555555555,0.0473878647479672
"86","160","Overall","Rel",0.972704982902543,0.0452875195496432
"87","160","Overall","Rec",0.91969134314879,0.0741361177832061
"88","160","Overall","F_score",0.939348463475523,0.0591852670095351
"89","160","Overall","BiS",0.466862911966475,0.0066880806749853
"90","160","Overall","Restrictions",1,0
"91","180","Overall","CSR",0.969041666666667,0.0372178777247656
"92","180","Overall","Rel",0.964180213008341,0.0600072691730759
"93","180","Overall","Rec",0.92061761510918,0.0820492042250043
"94","180","Overall","F_score",0.936956606273941,0.06848760065142
"95","180","Overall","BiS",0.466531248353627,0.00683027334024476
"96","180","Overall","Restrictions",1,0
"97","200","Overall","CSR",0.961041666666667,0.0458086861682154
"98","200","Overall","Rel",0.970416977895297,0.0458039457998311
"99","200","Overall","Rec",0.913731598331156,0.0934521383419725
"100","200","Overall","F_score",0.93531555362617,0.0672895512921218
"101","200","Overall","BiS",0.466827551941453,0.00653542317355215
"102","200","Overall","Restrictions",1,0
"103","220","Overall","CSR",0.963708333333333,0.043568602725174
"104","220","Overall","Rel",0.968787046255262,0.0584155634994032
"105","220","Overall","Rec",0.919298660351102,0.0924121754160434
"106","220","Overall","F_score",0.937615565844013,0.072257216143299
"107","220","Overall","BiS",0.465670620418084,0.00905724977174377
"108","220","Overall","Restrictions",1,0
"109","240","Overall","CSR",0.965916666666667,0.0434478145023891
"110","240","Overall","Rel",0.969723030638695,0.0431567681135945
"111","240","Overall","Rec",0.912416044224404,0.0942331654424734
"112","240","Overall","F_score",0.934662672279548,0.0712639173574379
"113","240","Overall","BiS",0.467160908083105,0.00577894912923338
"114","240","Overall","Restrictions",1,0
"115","260","Overall","CSR",0.921375,0.128682168193568
"116","260","Overall","Rel",0.937439822367333,0.11742366910432
"117","260","Overall","Rec",0.8315787699831,0.223749701860912
"118","260","Overall","F_score",0.867872348965039,0.18954187733555
"119","260","Overall","BiS",0.458965440493061,0.0319317928274725
"120","260","Overall","Restrictions",1,0
"121","280","Overall","CSR",0.887791666666667,0.176305067505819
"122","280","Overall","Rel",0.925873992026989,0.144103221628915
"123","280","Overall","Rec",0.788823978011429,0.279271450774554
"124","280","Overall","F_score",0.831435801065685,0.242037731181435
"125","280","Overall","BiS",0.449057442445155,0.0550178247753635
"126","280","Overall","Restrictions",1,0
"127","300","Overall","CSR",0.889083333333333,0.163819516237311
"128","300","Overall","Rel",0.924846102162574,0.138612917032722
"129","300","Overall","Rec",0.793477404228654,0.258477095088114
"130","300","Overall","F_score",0.836652177845857,0.224040679901644
"131","300","Overall","BiS",0.447634582725637,0.0551539585885707
"132","300","Overall","Restrictions",1,0
"133","320","Overall","CSR",0.866916666666667,0.205080749126122
"134","320","Overall","Rel",0.899640815087473,0.184765494244552
"135","320","Overall","Rec",0.763644175189899,0.319223639893297
"136","320","Overall","F_score",0.804060978157502,0.281428677772209
"137","320","Overall","BiS",0.439273198892496,0.0688286404109987
"138","320","Overall","Restrictions",1,0
"139","340","Overall","CSR",0.823,0.196348270021891
"140","340","Overall","Rel",0.889691798140566,0.172103013517703
"141","340","Overall","Rec",0.689542370691187,0.317644382669678
"142","340","Overall","F_score",0.747367757400293,0.276535534355853
"143","340","Overall","BiS",0.44453468111631,0.0576381961739936
"144","340","Overall","Restrictions",1,0
"145","360","Overall","CSR",0.803708333333333,0.202522398924975
"146","360","Overall","Rel",0.894410521589633,0.154566291621723
"147","360","Overall","Rec",0.65570313717636,0.321731777230562
"148","360","Overall","F_score",0.721081461573883,0.272843901513822
"149","360","Overall","BiS",0.445852804228396,0.0622609443092104
"150","360","Overall","Restrictions",1,0
"151","380","Overall","CSR",0.7805,0.220656680724376
"152","380","Overall","Rel",0.861158503815738,0.196485817301794
"153","380","Overall","Rec",0.608182245910337,0.337268804575064
"154","380","Overall","F_score",0.678075060870267,0.295558491935603
"155","380","Overall","BiS",0.433865423802529,0.0723937468057089
"156","380","Overall","Restrictions",1,0
"157","400","Overall","CSR",0.810166666666667,0.209863698882974
"158","400","Overall","Rel",0.900239788525668,0.151797789182709
"159","400","Overall","Rec",0.673271507573738,0.332803202798454
"160","400","Overall","F_score",0.735085945491032,0.28300814490161
"161","400","Overall","BiS",0.443995810989995,0.063658822911358
"162","400","Overall","Restrictions",1,0
"163","420","Overall","CSR",0.809416666666667,0.209879990139058
"164","420","Overall","Rel",0.879224637922209,0.195204202848422
"165","420","Overall","Rec",0.661589229824694,0.338067565053805
"166","420","Overall","F_score",0.723281534087481,0.293518129734295
"167","420","Overall","BiS",0.441055519607511,0.0705204788040863
"168","420","Overall","Restrictions",1,0
"169","440","Overall","CSR",0.879666666666667,0.174733843601557
"170","440","Overall","Rel",0.924243441991475,0.161072655276214
"171","440","Overall","Rec",0.770104040212137,0.293381513836448
"172","440","Overall","F_score",0.817247678112348,0.254755392209813
"173","440","Overall","BiS",0.455023989588725,0.0449447079439232
"174","440","Overall","Restrictions",1,0
"175","460","Overall","CSR",0.86825,0.195018186982569
"176","460","Overall","Rel",0.901686846435147,0.197943056364019
"177","460","Overall","Rec",0.758635257873094,0.300074843297011
"178","460","Overall","F_score",0.802557805726646,0.267864988007303
"179","460","Overall","BiS",0.441215024003581,0.0830062076837172
