"","Method","Choice","Measure","Mean","S.d."
"165","420","Overall","Rec",0.094015161489138,0.0867959144144215
"166","420","Overall","F_score",0.138187627956374,0.121520560821954
"167","420","Overall","BiS",0.288403060839559,0.12931369449026
"168","420","Overall","Restrictions",1,0
"169","440","Overall","CSR",0.467416666666667,0.118285327284468
"170","440","Overall","Rel",0.201655627261263,0.194549823369166
"171","440","Overall","Rec",0.0698119468577427,0.0698309333080884
"172","440","Overall","F_score",0.103125574397181,0.100985658814997
"173","440","Overall","BiS",0.274196700271208,0.121430933344891
"174","440","Overall","Restrictions",1,0
"175","460","Overall","CSR",0.456166666666667,0.102964973239863
"176","460","Overall","Rel",0.261122227135079,0.218751332963758
"177","460","Overall","Rec",0.0889776873793609,0.0751544297046055
"178","460","Overall","F_score",0.132440227531692,0.11135094331413
"179","460","Overall","BiS",0.264906036251628,0.123498162227488
"180","460","Overall","Restrictions",1,0
"181","480","Overall","CSR",0.472833333333333,0.0946044396421225
"182","480","Overall","Rel",0.22793600969949,0.236863058042345
"183","480","Overall","Rec",0.0783361441058174,0.0830763818427111
"184","480","Overall","F_score",0.116093647542005,0.121847540364429
"185","480","Overall","BiS",0.286368755368894,0.118791288048736
"186","480","Overall","Restrictions",1,0
"187","500","Overall","CSR",0.4885,0.112048919305187
"188","500","Overall","Rel",0.224562153799358,0.213481589564458
"189","500","Overall","Rec",0.0778142735274855,0.0750836231974207
"190","500","Overall","F_score",0.11504593328252,0.109992237431462
"191","500","Overall","BiS",0.285383302719176,0.109579446114368
"192","500","Overall","Restrictions",1,0
