"","Method","Choice","Measure","Mean","S.d."
"1","2","Overall","CSR",0.54,0.0511766315719159
"2","2","Overall","Rel",0.47615,0.0961334239694064
"3","2","Overall","Rec",0.241591666666667,0.0581305811940208
"4","2","Overall","F_score",0.319777777777778,0.0691561817586441
"5","2","Overall","BiS",0.235180702186446,0.0477929309420466
"6","3","Overall","CSR",0.413791666666667,0.125204544947046
"7","3","Overall","Rel",0.338078046324494,0.239876996679167
"8","3","Overall","Rec",0.157965787220319,0.12654283128834
"9","3","Overall","F_score",0.206866809544399,0.152719585671088
"10","3","Overall","BiS",0.172783100590597,0.119148756327208
"11","4","Overall","CSR",0.224,0.0353409053624371
"12","4","Overall","Rel",0.08,0.11780301787479
"13","4","Overall","Rec",0.02,0.0294507544686976
"14","4","Overall","F_score",0.032,0.0471212071499161
"15","4","Overall","BiS",0.0385594923387006,0.0567882708225407
"16","5","Overall","CSR",0.201369047619048,0.0631498791584356
"17","5","Overall","Rel",0.0983565901597334,0.182908813183811
"18","5","Overall","Rec",0.0208628378210343,0.038682627926247
"19","5","Overall","F_score",0.0342054054461698,0.0633325429702728
"20","5","Overall","BiS",0.0554226041548943,0.0979519322313626
