"","Method","Choice","Measure","Mean","S.d."
"73","120","Overall","CSR",0.995833333333333,0.0158567582314039
"74","120","Overall","Rel",0,0
"75","120","Overall","Rec",0,0
"76","120","Overall","F_score",0,0
"77","120","Overall","BiS",0.52845430809945,0.00531395123687334
"78","120","Overall","Restrictions",1,0
"79","140","Overall","CSR",0.99375,0.0190705360393353
"80","140","Overall","Rel",0,0
"81","140","Overall","Rec",0,0
"82","140","Overall","F_score",0,0
"83","140","Overall","BiS",0.527987905507588,0.0059589445962662
"84","140","Overall","Restrictions",1,0
"85","160","Overall","CSR",0.982638888888889,0.0350677254804239
"86","160","Overall","Rel",0.00115726767438887,0.00568396658176882
"87","160","Overall","Rec",0.00129812820082016,0.00645074200859751
"88","160","Overall","F_score",0.00119778910281717,0.00590441852907293
"89","160","Overall","BiS",0.529250028023266,0.00659039440795341
"90","160","Overall","Restrictions",1,0
"91","180","Overall","CSR",0.970138888888889,0.0500488666058612
"92","180","Overall","Rel",0.00078551912568306,0.00381910671393286
"93","180","Overall","Rec",0.000483834244080146,0.00201956496883146
"94","180","Overall","F_score",0.000572252580449303,0.00258528223320378
"95","180","Overall","BiS",0.529749174806536,0.00612219084797609
"96","180","Overall","Restrictions",1,0
"97","200","Overall","CSR",0.949305555555556,0.072928638863885
"98","200","Overall","Rel",0.00098103190399702,0.0033877042640049
"99","200","Overall","Rec",0.00054619663267919,0.00173700085842406
"100","200","Overall","F_score",0.000691141723118467,0.00228099106435706
"101","200","Overall","BiS",0.52232686390336,0.0333846875860509
"102","200","Overall","Restrictions",1,0
"103","220","Overall","CSR",0.940972222222222,0.0674707554547505
"104","220","Overall","Rel",0.00187085751751925,0.00598051506628282
"105","220","Overall","Rec",0.00170078949030837,0.00580534973440551
"106","220","Overall","F_score",0.001757478832712,0.00584785626983575
"107","220","Overall","BiS",0.522271592299761,0.0348037346436033
"108","220","Overall","Restrictions",1,0
"109","240","Overall","CSR",0.934027777777778,0.0933433603330365
"110","240","Overall","Rel",0.00173131994284046,0.0077032245791083
"111","240","Overall","Rec",0.000986283019258466,0.0039020685307798
"112","240","Overall","F_score",0.00122981865564246,0.0051602394270476
"113","240","Overall","BiS",0.526624524461165,0.0243446835202006
"114","240","Overall","Restrictions",1,0
"115","260","Overall","CSR",0.923611111111111,0.0956008758249263
"116","260","Overall","Rel",0.00253361014306715,0.00658753824901786
"117","260","Overall","Rec",0.00193682700663226,0.00458642921864819
"118","260","Overall","F_score",0.00207309104500244,0.00495640496624102
"119","260","Overall","BiS",0.527433734408691,0.0240160086180766
"120","260","Overall","Restrictions",1,0
"121","280","Overall","CSR",0.942361111111111,0.0888415448031722
"122","280","Overall","Rel",0.0025969674350778,0.00699699936456305
"123","280","Overall","Rec",0.00214257671207059,0.00565355744324194
"124","280","Overall","F_score",0.00229404028640632,0.00602090815554897
"125","280","Overall","BiS",0.527091132370369,0.0249522849755009
"126","280","Overall","Restrictions",1,0
"127","300","Overall","CSR",0.922222222222222,0.0964735817701705
"128","300","Overall","Rel",0.00261186581913259,0.0118392084102111
"129","300","Overall","Rec",0.00139607180922092,0.00593045986459135
"130","300","Overall","F_score",0.00180133647919148,0.00789671314672086
"131","300","Overall","BiS",0.523195905321319,0.0340914785171303
"132","300","Overall","Restrictions",1,0
"133","320","Overall","CSR",0.854861111111111,0.124096752540347
"134","320","Overall","Rel",0.00549477914642846,0.0144601148330081
"135","320","Overall","Rec",0.00318141735099201,0.00819454501564628
"136","320","Overall","F_score",0.00395253794947082,0.0101805302887929
"137","320","Overall","BiS",0.515470454144057,0.0447034704086765
"138","320","Overall","Restrictions",1,0
"139","340","Overall","CSR",0.860416666666667,0.141948460440598
"140","340","Overall","Rel",0.00284534605921577,0.014453431871817
"141","340","Overall","Rec",0.00142267302960788,0.00722671593590847
"142","340","Overall","F_score",0.00189689737281051,0.00963562124787798
"143","340","Overall","BiS",0.506325995967698,0.0635686376488563
"144","340","Overall","Restrictions",1,0
"145","360","Overall","CSR",0.840277777777778,0.161683156721117
"146","360","Overall","Rel",0.00567672039130669,0.0135512387776572
"147","360","Overall","Rec",0.00337427053356406,0.00725063746636819
"148","360","Overall","F_score",0.00409993780992033,0.0092220614318128
"149","360","Overall","BiS",0.478972924733453,0.0958888879135619
"150","360","Overall","Restrictions",1,0
"151","380","Overall","CSR",0.924305555555555,0.116121897929716
"152","380","Overall","Rel",0.000837358635230975,0.0030705609414943
"153","380","Overall","Rec",0.000833855131727472,0.00343371291526853
"154","380","Overall","F_score",0.000781636246175254,0.00297474966072693
"155","380","Overall","BiS",0.516757135419567,0.0399690656143878
"156","380","Overall","Restrictions",1,0
"157","400","Overall","CSR",0.897222222222222,0.114362160279105
"158","400","Overall","Rel",0.00269540018367322,0.0144343726091145
"159","400","Overall","Rec",0.00134770009183661,0.00721718630455724
"160","400","Overall","F_score",0.00179693345578215,0.009622915072743
"161","400","Overall","BiS",0.523747587216349,0.0356769521879484
"162","400","Overall","Restrictions",1,0
"163","420","Overall","CSR",0.865277777777778,0.122304918035762
"164","420","Overall","Rel",0.000887962552170627,0.00319548832225568
"165","420","Overall","Rec",0.000988264689933945,0.00448708628397686
"166","420","Overall","F_score",0.000882259522166354,0.00363985084957892
"167","420","Overall","BiS",0.515854515103863,0.0458090563068532
"168","420","Overall","Restrictions",1,0
"169","440","Overall","CSR",0.895833333333333,0.145267786811314
"170","440","Overall","Rel",0.000797448165869218,0.00436780348887692
"171","440","Overall","Rec",0.000398724082934609,0.00218390174443846
"172","440","Overall","F_score",0.000531632110579479,0.00291186899258462
"173","440","Overall","BiS",0.50578017506453,0.101107518488147
"174","440","Overall","Restrictions",1,0
"175","460","Overall","CSR",0.902777777777778,0.122866531433973
"176","460","Overall","Rel",0.00420386653600966,0.0151293497827968
"177","460","Overall","Rec",0.00210193326800483,0.00756467489139838
"178","460","Overall","F_score",0.0028025776906731,0.0100862331885312
"179","460","Overall","BiS",0.513809189559702,0.0576456946299478
"180","460","Overall","Restrictions",1,0
"181","480","Overall","CSR",0.902777777777778,0.109193826869055
"182","480","Overall","Rel",0.000783096926713947,0.00381785230395763
"183","480","Overall","Rec",0.000391548463356974,0.00190892615197882
"184","480","Overall","F_score",0.000522064617809299,0.00254523486930509
"185","480","Overall","BiS",0.528544256980894,0.0244791315290199
"186","480","Overall","Restrictions",1,0
"187","500","Overall","CSR",0.890277777777778,0.12771633538586
"188","500","Overall","Rel",0.00170454545454546,0.00933617995747444
"189","500","Overall","Rec",0.000852272727272725,0.0046680899787372
"190","500","Overall","F_score",0.00113636363636363,0.0062241199716496
"191","500","Overall","BiS",0.515137511672676,0.0674330665025586
"192","500","Overall","Restrictions",1,0
